,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,Pday,Pmonth,Pyear,Phour,Dday,Dmonth,Dyear,Dhour,trip
5635,1,1.44,9.0,2.16,0.0,12.96,green,credit card,Woodside,Elmhurst,Queens,Queens,1,3,2019,16,1,3,2019,16,QueensQueens
5636,4,1.11,7.0,1.66,0.0,9.96,green,credit card,Astoria,Steinway,Queens,Queens,6,3,2019,20,6,3,2019,20,QueensQueens
5637,1,1.73,9.0,1.0,0.0,11.3,green,credit card,Manhattanville,Upper West Side North,Manhattan,Manhattan,3,3,2019,20,3,3,2019,20,ManhattanManhattan
5639,1,1.19,10.0,3.24,0.0,14.04,green,credit card,Carroll Gardens,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,3,3,2019,12,3,3,2019,12,BrooklynBrooklyn
5640,1,3.83,13.5,0.0,0.0,14.3,green,credit card,Parkchester,University Heights/Morris Heights,Bronx,Bronx,6,3,2019,9,6,3,2019,9,BronxBronx
5641,1,4.0,19.0,0.0,0.0,20.8,green,credit card,South Williamsburg,Ocean Hill,Brooklyn,Brooklyn,1,3,2019,16,1,3,2019,16,BrooklynBrooklyn
5642,1,3.3,16.0,0.0,0.0,16.8,green,cash,Fort Greene,Crown Heights North,Brooklyn,Brooklyn,6,3,2019,19,6,3,2019,19,BrooklynBrooklyn
5643,5,1.54,8.0,0.0,0.0,9.3,green,cash,Elmhurst,Jackson Heights,Queens,Queens,5,3,2019,23,5,3,2019,23,QueensQueens
5644,1,1.5,7.5,2.2,0.0,11.0,green,credit card,Brooklyn Heights,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,5,3,2019,20,5,3,2019,21,BrooklynBrooklyn
5645,1,3.9,14.0,0.0,0.0,17.55,green,credit card,Washington Heights South,Upper West Side North,Manhattan,Manhattan,3,3,2019,11,3,3,2019,11,ManhattanManhattan
5646,1,1.35,7.5,0.0,0.0,8.3,green,cash,Coney Island,Brighton Beach,Brooklyn,Brooklyn,1,3,2019,9,1,3,2019,9,BrooklynBrooklyn
5647,1,3.79,16.0,1.2,0.0,18.0,green,credit card,Central Harlem,Melrose South,Manhattan,Bronx,5,3,2019,19,5,3,2019,20,ManhattanBronx
5649,1,1.05,6.5,0.0,0.0,7.3,green,credit card,Richmond Hill,Woodhaven,Queens,Queens,1,3,2019,14,1,3,2019,14,QueensQueens
5650,1,1.89,13.5,0.0,0.0,14.3,green,credit card,Bedford Park,Belmont,Bronx,Bronx,3,3,2019,11,3,3,2019,11,BronxBronx
5651,1,6.15,19.5,5.08,0.0,25.38,green,credit card,Forest Hills,LaGuardia Airport,Queens,Queens,5,3,2019,11,5,3,2019,11,QueensQueens
5652,1,2.73,12.5,0.0,0.0,13.3,green,credit card,Central Harlem North,East Harlem North,Manhattan,Manhattan,0,3,2019,9,0,3,2019,9,ManhattanManhattan
5653,1,1.23,6.0,1.36,0.0,8.16,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan,4,3,2019,14,4,3,2019,14,ManhattanManhattan
5654,1,18.89,44.2,0.0,5.76,50.46,green,credit card,Douglaston,Spuyten Duyvil/Kingsbridge,Queens,Bronx,5,3,2019,22,5,3,2019,22,QueensBronx
5655,1,3.7,14.0,3.5,0.0,21.05,green,credit card,Greenpoint,Lower East Side,Brooklyn,Manhattan,6,3,2019,19,6,3,2019,19,BrooklynManhattan
5656,1,1.38,10.0,0.0,0.0,11.8,green,cash,Inwood,Kingsbridge Heights,Manhattan,Bronx,0,3,2019,19,0,3,2019,19,ManhattanBronx
5657,1,1.1,5.5,1.7,0.0,8.5,green,credit card,Williamsburg (North Side),Greenpoint,Brooklyn,Brooklyn,5,3,2019,0,5,3,2019,0,BrooklynBrooklyn
5658,1,8.77,27.54,0.0,0.0,28.04,green,credit card,Crown Heights North,Lenox Hill East,Brooklyn,Manhattan,0,3,2019,8,0,3,2019,9,BrooklynManhattan
5659,1,5.88,20.5,4.81,0.0,28.86,green,credit card,Fort Greene,Gramercy,Brooklyn,Manhattan,0,3,2019,14,0,3,2019,15,BrooklynManhattan
5660,1,1.53,7.5,0.0,0.0,8.3,green,cash,Jamaica,Baisley Park,Queens,Queens,2,3,2019,14,2,3,2019,14,QueensQueens
5661,1,1.77,9.5,0.0,0.0,10.3,green,credit card,Marine Park/Mill Basin,Midwood,Brooklyn,Brooklyn,0,3,2019,10,0,3,2019,10,BrooklynBrooklyn
5662,1,0.32,4.5,1.26,0.0,7.56,green,credit card,Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,3,3,2019,18,3,3,2019,18,BrooklynBrooklyn
5663,1,0.8,5.5,0.0,0.0,6.8,green,cash,Boerum Hill,Park Slope,Brooklyn,Brooklyn,0,3,2019,21,0,3,2019,21,BrooklynBrooklyn
5664,1,2.3,10.5,0.0,0.0,11.8,green,cash,Forest Hills,Hillcrest/Pomonok,Queens,Queens,0,3,2019,0,0,3,2019,0,QueensQueens
5665,1,3.19,13.0,2.96,0.0,17.76,green,credit card,Astoria,LaGuardia Airport,Queens,Queens,0,3,2019,17,0,3,2019,17,QueensQueens
5666,1,14.2,40.24,0.0,0.0,40.74,green,credit card,Flatbush/Ditmas Park,Queensbridge/Ravenswood,Brooklyn,Queens,3,3,2019,20,3,3,2019,21,BrooklynQueens
5667,1,4.93,15.61,0.0,0.0,16.11,green,credit card,Highbridge,Soundview/Bruckner,Bronx,Bronx,5,3,2019,22,5,3,2019,22,BronxBronx
5668,1,11.43,33.53,0.0,5.76,39.79,green,credit card,East Elmhurst,Belmont,Queens,Bronx,3,3,2019,7,3,3,2019,7,QueensBronx
5669,1,1.2,6.5,1.8,0.0,9.1,green,credit card,Clinton Hill,Fort Greene,Brooklyn,Brooklyn,3,3,2019,9,3,3,2019,9,BrooklynBrooklyn
5670,1,1.06,6.0,0.0,0.0,6.8,green,cash,East Harlem North,Central Harlem North,Manhattan,Manhattan,3,3,2019,10,3,3,2019,10,ManhattanManhattan
5671,2,0.76,5.5,0.0,0.0,6.3,green,cash,Astoria,Sunnyside,Queens,Queens,3,3,2019,12,3,3,2019,12,QueensQueens
5672,2,2.7,13.5,0.0,0.0,14.3,green,cash,Woodside,Elmhurst,Queens,Queens,2,3,2019,14,2,3,2019,14,QueensQueens
5673,1,1.38,6.5,0.0,0.0,7.8,green,cash,Central Harlem North,East Harlem North,Manhattan,Manhattan,1,3,2019,0,1,3,2019,0,ManhattanManhattan
5674,1,2.01,9.0,0.0,0.0,9.8,green,credit card,Queensboro Hill,Fresh Meadows,Queens,Queens,1,3,2019,9,1,3,2019,9,QueensQueens
5675,1,0.5,4.5,1.05,0.0,6.35,green,credit card,Astoria,Astoria,Queens,Queens,2,3,2019,8,2,3,2019,9,QueensQueens
5676,5,0.91,6.0,0.0,0.0,7.8,green,credit card,Astoria,Old Astoria,Queens,Queens,1,3,2019,18,1,3,2019,18,QueensQueens
5677,1,1.3,6.5,2.76,0.0,13.81,green,credit card,Central Park,Upper West Side North,Manhattan,Manhattan,0,3,2019,17,0,3,2019,17,ManhattanManhattan
5679,1,2.75,12.5,0.0,0.0,13.3,green,cash,Elmhurst,Forest Hills,Queens,Queens,5,3,2019,19,5,3,2019,20,QueensQueens
5680,2,3.49,15.0,0.0,0.0,16.3,green,credit card,East Flatbush/Farragut,Starrett City,Brooklyn,Brooklyn,3,3,2019,19,3,3,2019,19,BrooklynBrooklyn
5681,1,2.03,9.0,4.06,0.0,17.61,green,credit card,Central Park,Upper East Side South,Manhattan,Manhattan,2,3,2019,19,2,3,2019,19,ManhattanManhattan
5682,1,11.55,34.49,0.0,0.0,34.99,green,credit card,Sheepshead Bay,South Ozone Park,Brooklyn,Queens,4,3,2019,15,4,3,2019,15,BrooklynQueens
5684,1,4.57,16.0,0.0,0.0,17.3,green,cash,East Williamsburg,Old Astoria,Brooklyn,Queens,0,3,2019,21,0,3,2019,21,BrooklynQueens
5685,1,0.73,4.5,0.0,0.0,5.3,green,credit card,East Harlem South,Central Harlem,Manhattan,Manhattan,5,3,2019,6,5,3,2019,6,ManhattanManhattan
5686,1,1.0,7.0,0.0,0.0,8.8,green,cash,Woodside,Elmhurst,Queens,Queens,5,3,2019,16,5,3,2019,16,QueensQueens
5687,1,6.32,21.0,6.14,0.0,30.69,green,credit card,Brooklyn Heights,UN/Turtle Bay South,Brooklyn,Manhattan,1,3,2019,9,1,3,2019,10,BrooklynManhattan
5688,1,4.54,20.16,0.0,0.0,20.66,green,credit card,Madison,Starrett City,Brooklyn,Brooklyn,1,3,2019,15,1,3,2019,15,BrooklynBrooklyn
5689,1,1.53,9.5,0.0,0.0,11.3,green,credit card,Crown Heights South,Prospect-Lefferts Gardens,Brooklyn,Brooklyn,0,3,2019,16,0,3,2019,17,BrooklynBrooklyn
5690,1,2.3,9.0,0.0,0.0,10.3,green,cash,Old Astoria,Jackson Heights,Queens,Queens,6,3,2019,21,6,3,2019,22,QueensQueens
5691,1,2.48,12.0,0.0,0.0,12.0,green,credit card,Jamaica Estates,Flushing Meadows-Corona Park,Queens,Queens,2,3,2019,12,2,3,2019,12,QueensQueens
5692,1,4.4,17.0,0.0,0.0,17.8,green,credit card,Coney Island,Bay Ridge,Brooklyn,Brooklyn,2,3,2019,11,2,3,2019,12,BrooklynBrooklyn
5693,2,2.11,10.0,0.0,0.0,11.3,green,cash,Jackson Heights,Corona,Queens,Queens,6,3,2019,22,6,3,2019,22,QueensQueens
5694,1,1.76,8.5,2.45,0.0,12.25,green,credit card,Boerum Hill,Park Slope,Brooklyn,Brooklyn,5,3,2019,23,5,3,2019,23,BrooklynBrooklyn
5695,1,3.3,18.0,0.0,0.0,19.3,green,credit card,Stuyvesant Heights,Fort Greene,Brooklyn,Brooklyn,3,3,2019,11,3,3,2019,11,BrooklynBrooklyn
5696,2,2.78,14.0,0.0,0.0,15.3,green,cash,Forest Hills,Forest Hills,Queens,Queens,4,3,2019,23,4,3,2019,23,QueensQueens
5698,1,1.42,7.0,1.95,0.0,9.75,green,credit card,Morningside Heights,Central Harlem North,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
5699,1,3.91,14.5,0.0,0.0,15.3,green,credit card,Forest Hills,Hillcrest/Pomonok,Queens,Queens,6,3,2019,14,6,3,2019,14,QueensQueens
5700,2,5.48,18.0,4.41,0.0,26.46,green,credit card,Greenpoint,UN/Turtle Bay South,Brooklyn,Manhattan,5,3,2019,2,5,3,2019,2,BrooklynManhattan
5701,1,5.06,19.26,0.0,5.76,25.52,green,credit card,East Williamsburg,UN/Turtle Bay South,Brooklyn,Manhattan,0,3,2019,8,0,3,2019,8,BrooklynManhattan
5702,1,14.47,46.5,0.0,5.76,53.06,green,credit card,South Jamaica,Garment District,Queens,Manhattan,5,3,2019,14,5,3,2019,15,QueensManhattan
5703,5,1.79,8.5,0.0,0.0,9.8,green,cash,Central Harlem,Hamilton Heights,Manhattan,Manhattan,2,3,2019,23,2,3,2019,23,ManhattanManhattan
5704,5,3.94,19.5,0.0,0.0,20.3,green,credit card,Cambria Heights,Jamaica,Queens,Queens,4,3,2019,12,4,3,2019,12,QueensQueens
5705,1,5.01,12.0,0.0,0.0,12.0,green,cash,Mott Haven/Port Morris,Soundview/Castle Hill,Bronx,Bronx,5,3,2019,22,5,3,2019,22,BronxBronx
5706,1,1.96,10.5,2.82,0.0,14.12,green,credit card,East Harlem North,Central Harlem North,Manhattan,Manhattan,2,3,2019,7,2,3,2019,8,ManhattanManhattan
5707,6,3.69,20.0,0.0,0.0,21.8,green,credit card,Brooklyn Heights,Crown Heights South,Brooklyn,Brooklyn,0,3,2019,18,0,3,2019,18,BrooklynBrooklyn
5708,1,18.6,58.0,0.0,5.76,64.56,green,credit card,Bushwick South,Central Harlem,Brooklyn,Manhattan,0,3,2019,9,0,3,2019,10,BrooklynManhattan
5709,1,2.1,9.5,0.0,0.0,10.3,green,cash,Astoria,East Elmhurst,Queens,Queens,5,3,2019,16,5,3,2019,16,QueensQueens
5710,1,0.9,6.0,0.0,0.0,7.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens,6,3,2019,20,6,3,2019,21,QueensQueens
5711,1,0.84,5.5,1.0,0.0,7.3,green,credit card,Boerum Hill,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,6,3,2019,18,6,3,2019,18,BrooklynBrooklyn
5712,1,0.8,5.5,0.0,0.0,7.3,green,cash,Cobble Hill,Boerum Hill,Brooklyn,Brooklyn,3,3,2019,16,3,3,2019,16,BrooklynBrooklyn
5713,1,0.6,5.0,0.7,0.0,7.0,green,credit card,Clinton Hill,Prospect Heights,Brooklyn,Brooklyn,4,3,2019,22,4,3,2019,22,BrooklynBrooklyn
5714,1,3.75,17.26,0.0,0.0,17.76,green,credit card,Hamilton Heights,University Heights/Morris Heights,Manhattan,Bronx,1,3,2019,18,1,3,2019,18,ManhattanBronx
5715,1,1.56,11.0,0.0,0.0,11.8,green,cash,Erasmus,Flatbush/Ditmas Park,Brooklyn,Brooklyn,3,3,2019,11,3,3,2019,12,BrooklynBrooklyn
5716,1,0.5,5.0,1.0,0.0,7.3,green,credit card,Sunnyside,Sunnyside,Queens,Queens,6,3,2019,20,6,3,2019,20,QueensQueens
5717,1,0.97,8.0,0.0,0.0,8.8,green,cash,Astoria,Old Astoria,Queens,Queens,6,3,2019,13,6,3,2019,14,QueensQueens
5718,1,1.93,9.0,0.0,0.0,10.3,green,cash,Woodside,Jackson Heights,Queens,Queens,4,3,2019,1,4,3,2019,1,QueensQueens
5719,1,3.11,13.5,3.41,0.0,20.46,green,credit card,East Harlem North,Upper West Side South,Manhattan,Manhattan,0,3,2019,9,0,3,2019,9,ManhattanManhattan
5720,1,4.0,13.0,0.0,0.0,14.3,green,credit card,Pelham Parkway,Co-Op City,Bronx,Bronx,5,3,2019,22,5,3,2019,22,BronxBronx
5722,1,6.87,24.0,0.0,0.0,25.3,green,cash,Washington Heights South,Van Cortlandt Village,Manhattan,Bronx,6,3,2019,5,6,3,2019,6,ManhattanBronx
5723,5,0.97,6.0,0.0,0.0,7.3,green,cash,Jackson Heights,Elmhurst,Queens,Queens,5,3,2019,1,5,3,2019,1,QueensQueens
5724,2,4.04,15.5,0.0,0.0,16.3,green,cash,Rego Park,Ridgewood,Queens,Queens,6,3,2019,18,6,3,2019,19,QueensQueens
5725,1,4.64,17.0,0.0,0.0,17.8,green,cash,Jamaica,Cambria Heights,Queens,Queens,4,3,2019,6,4,3,2019,7,QueensQueens
5726,1,0.44,3.5,0.0,0.0,5.3,green,cash,Greenpoint,Greenpoint,Brooklyn,Brooklyn,4,3,2019,17,4,3,2019,17,BrooklynBrooklyn
5727,1,0.66,5.0,0.0,0.0,5.8,green,cash,Melrose South,East Concourse/Concourse Village,Bronx,Bronx,4,3,2019,12,4,3,2019,12,BronxBronx
5728,1,21.27,65.59,0.0,11.52,77.61,green,credit card,Cambria Heights,Morningside Heights,Queens,Manhattan,4,3,2019,17,4,3,2019,18,QueensManhattan
5729,1,0.19,3.0,0.0,0.0,3.8,green,cash,Rego Park,Rego Park,Queens,Queens,6,3,2019,19,6,3,2019,19,QueensQueens
5730,1,9.9,30.5,5.7,0.0,37.0,green,credit card,Crown Heights North,LaGuardia Airport,Brooklyn,Queens,3,3,2019,12,3,3,2019,13,BrooklynQueens
5731,1,0.8,7.0,0.0,0.0,7.8,green,cash,Astoria,Steinway,Queens,Queens,0,3,2019,15,0,3,2019,15,QueensQueens
5732,1,1.07,6.0,0.0,0.0,6.8,green,cash,Woodside,Sunnyside,Queens,Queens,5,3,2019,9,5,3,2019,9,QueensQueens
5733,1,1.12,5.5,0.0,0.0,6.3,green,cash,Central Park,Upper West Side North,Manhattan,Manhattan,0,3,2019,15,0,3,2019,15,ManhattanManhattan
5734,1,2.71,10.5,0.0,0.0,11.3,green,credit card,Prospect-Lefferts Gardens,Clinton Hill,Brooklyn,Brooklyn,0,3,2019,6,0,3,2019,6,BrooklynBrooklyn
5735,5,3.25,16.0,0.0,0.0,16.8,green,credit card,Mount Hope,Norwood,Bronx,Bronx,0,3,2019,8,0,3,2019,8,BronxBronx
5736,1,1.8,8.0,1.75,0.0,10.55,green,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
5737,1,0.8,5.0,0.0,0.0,6.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens,6,3,2019,3,6,3,2019,3,QueensQueens
5738,1,0.09,3.0,0.0,0.0,3.8,green,cash,Morningside Heights,Morningside Heights,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
5739,1,10.94,33.67,0.0,0.0,34.17,green,credit card,Springfield Gardens North,Crown Heights North,Queens,Brooklyn,4,3,2019,12,4,3,2019,12,QueensBrooklyn
5740,1,1.13,6.5,0.0,0.0,7.8,green,cash,Jackson Heights,Jackson Heights,Queens,Queens,0,3,2019,2,0,3,2019,2,QueensQueens
5742,1,1.68,8.0,0.0,0.0,8.0,green,cash,East Concourse/Concourse Village,Melrose South,Bronx,Bronx,2,3,2019,12,2,3,2019,12,BronxBronx
5743,2,1.36,7.5,0.0,0.0,8.8,green,cash,Queensbridge/Ravenswood,Long Island City/Hunters Point,Queens,Queens,2,3,2019,23,2,3,2019,23,QueensQueens
5744,3,1.73,9.0,0.0,0.0,10.8,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
5745,1,1.17,7.5,0.0,0.0,8.3,green,cash,East Harlem South,East Harlem South,Manhattan,Manhattan,4,3,2019,11,4,3,2019,11,ManhattanManhattan
5746,1,1.46,7.0,0.0,0.0,7.8,green,cash,Elmhurst,Forest Hills,Queens,Queens,6,3,2019,14,6,3,2019,14,QueensQueens
5747,1,3.0,11.0,0.0,0.0,12.8,green,cash,Astoria,East Elmhurst,Queens,Queens,0,3,2019,17,0,3,2019,17,QueensQueens
5748,1,1.92,8.5,1.86,0.0,11.16,green,credit card,Woodside,Astoria,Queens,Queens,6,3,2019,18,6,3,2019,18,QueensQueens
5749,1,0.9,5.5,0.0,0.0,7.3,green,cash,Astoria,Old Astoria,Queens,Queens,0,3,2019,19,0,3,2019,19,QueensQueens
5750,1,0.1,2.5,0.0,0.0,3.3,green,credit card,Midwood,Midwood,Brooklyn,Brooklyn,3,3,2019,9,3,3,2019,9,BrooklynBrooklyn
5751,1,6.84,37.6,0.0,0.0,38.1,green,credit card,East Harlem North,Marble Hill,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
5752,1,1.3,7.0,0.0,0.0,7.8,green,credit card,Stuyvesant Heights,East Williamsburg,Brooklyn,Brooklyn,6,3,2019,9,6,3,2019,9,BrooklynBrooklyn
5753,1,0.97,6.0,1.82,0.0,9.12,green,credit card,Brooklyn Heights,Columbia Street,Brooklyn,Brooklyn,0,3,2019,23,0,3,2019,23,BrooklynBrooklyn
5754,1,19.57,56.12,0.0,5.76,62.38,green,credit card,East Flatbush/Farragut,Soundview/Castle Hill,Brooklyn,Bronx,5,3,2019,19,5,3,2019,19,BrooklynBronx
5755,1,1.04,6.0,0.2,0.0,7.0,green,credit card,Morningside Heights,Morningside Heights,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
5756,1,1.4,8.5,2.05,0.0,12.35,green,credit card,Central Harlem,East Harlem North,Manhattan,Manhattan,2,3,2019,18,2,3,2019,18,ManhattanManhattan
5757,1,2.67,10.5,2.26,0.0,13.56,green,credit card,Flushing,Whitestone,Queens,Queens,2,3,2019,15,2,3,2019,15,QueensQueens
5758,1,10.32,31.0,0.0,0.0,31.8,green,cash,Long Island City/Hunters Point,Park Slope,Queens,Brooklyn,5,3,2019,9,5,3,2019,9,QueensBrooklyn
5759,1,0.51,3.5,1.08,0.0,5.38,green,credit card,East Harlem North,East Harlem North,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
5760,1,0.88,7.5,0.0,0.0,8.3,green,cash,East Harlem North,Central Harlem,Manhattan,Manhattan,3,3,2019,9,3,3,2019,9,ManhattanManhattan
5761,1,2.19,9.0,0.0,0.0,9.8,green,cash,Long Island City/Hunters Point,Astoria,Queens,Queens,5,3,2019,19,5,3,2019,19,QueensQueens
5762,1,0.61,5.5,0.0,0.0,6.8,green,cash,East Harlem South,East Harlem South,Manhattan,Manhattan,3,3,2019,23,3,3,2019,23,ManhattanManhattan
5763,1,7.79,24.5,0.0,5.76,31.56,green,cash,Woodside,Randalls Island,Queens,Manhattan,5,3,2019,2,5,3,2019,3,QueensManhattan
5764,1,2.8,12.5,0.0,0.0,13.8,green,credit card,Starrett City,Canarsie,Brooklyn,Brooklyn,6,3,2019,13,6,3,2019,13,BrooklynBrooklyn
5765,1,2.8,13.5,0.0,0.0,14.3,green,credit card,Clinton Hill,Crown Heights North,Brooklyn,Brooklyn,2,3,2019,10,2,3,2019,11,BrooklynBrooklyn
5766,1,2.53,12.5,0.0,0.0,13.3,green,cash,Forest Hills,Middle Village,Queens,Queens,4,3,2019,14,4,3,2019,14,QueensQueens
5767,1,11.64,49.0,10.71,0.0,64.26,green,credit card,Washington Heights South,Midtown South,Manhattan,Manhattan,4,3,2019,16,4,3,2019,17,ManhattanManhattan
5768,1,0.8,6.5,0.0,0.0,8.3,green,credit card,Central Harlem,Central Harlem,Manhattan,Manhattan,2,3,2019,15,2,3,2019,16,ManhattanManhattan
5769,1,1.31,7.5,0.0,0.0,8.8,green,cash,East Harlem South,Bloomingdale,Manhattan,Manhattan,6,3,2019,20,6,3,2019,20,ManhattanManhattan
5770,1,2.32,10.0,0.0,0.0,13.55,green,cash,East Harlem North,Upper West Side North,Manhattan,Manhattan,2,3,2019,11,2,3,2019,11,ManhattanManhattan
5771,1,1.9,8.5,1.95,0.0,11.75,green,credit card,East Harlem North,Morningside Heights,Manhattan,Manhattan,5,3,2019,0,5,3,2019,0,ManhattanManhattan
5772,1,1.3,8.0,0.0,0.0,8.8,green,cash,Central Harlem North,Washington Heights South,Manhattan,Manhattan,3,3,2019,13,3,3,2019,13,ManhattanManhattan
5773,1,4.24,20.5,0.0,0.0,21.3,green,credit card,Clinton Hill,East Flatbush/Remsen Village,Brooklyn,Brooklyn,5,3,2019,17,5,3,2019,18,BrooklynBrooklyn
5774,1,10.24,38.28,0.0,5.76,44.54,green,credit card,Rego Park,Manhattanville,Queens,Manhattan,2,3,2019,9,2,3,2019,9,QueensManhattan
5775,6,1.59,9.5,0.0,0.0,10.3,green,cash,Woodside,Elmhurst/Maspeth,Queens,Queens,1,3,2019,14,1,3,2019,14,QueensQueens
5776,1,7.29,30.0,0.0,0.0,31.8,green,credit card,Flatbush/Ditmas Park,East New York,Brooklyn,Brooklyn,4,3,2019,16,4,3,2019,17,BrooklynBrooklyn
5777,1,2.1,9.0,4.45,0.0,17.0,green,credit card,Long Island City/Queens Plaza,Lenox Hill West,Queens,Manhattan,5,3,2019,9,5,3,2019,10,QueensManhattan
5778,1,0.73,5.5,0.0,0.0,6.3,green,cash,Park Slope,Prospect Heights,Brooklyn,Brooklyn,1,3,2019,10,1,3,2019,10,BrooklynBrooklyn
5779,1,1.47,7.5,2.2,0.0,11.0,green,credit card,Forest Hills,Glendale,Queens,Queens,6,3,2019,20,6,3,2019,20,QueensQueens
5780,1,1.26,8.0,0.09,0.0,11.64,green,credit card,East Harlem South,Yorkville West,Manhattan,Manhattan,2,3,2019,9,2,3,2019,9,ManhattanManhattan
5781,1,0.78,6.0,0.0,0.0,7.3,green,credit card,Central Park,Manhattan Valley,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
5782,1,8.28,23.5,4.94,5.76,35.0,green,credit card,Central Harlem North,LaGuardia Airport,Manhattan,Queens,5,3,2019,10,5,3,2019,11,ManhattanQueens
5783,1,0.68,4.5,1.26,0.0,7.56,green,credit card,Steinway,Steinway,Queens,Queens,4,3,2019,17,4,3,2019,17,QueensQueens
5784,1,0.86,6.5,1.17,0.0,8.97,green,credit card,Central Harlem North,Central Harlem,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
5785,2,0.81,7.5,2.79,0.0,14.04,green,credit card,Downtown Brooklyn/MetroTech,Fort Greene,Brooklyn,Brooklyn,3,3,2019,16,3,3,2019,16,BrooklynBrooklyn
5786,1,6.02,25.0,5.71,0.0,34.26,green,credit card,Downtown Brooklyn/MetroTech,Murray Hill,Brooklyn,Manhattan,4,3,2019,15,4,3,2019,16,BrooklynManhattan
5787,1,2.94,19.0,4.71,0.0,28.26,green,credit card,DUMBO/Vinegar Hill,TriBeCa/Civic Center,Brooklyn,Manhattan,3,3,2019,17,3,3,2019,18,BrooklynManhattan
5788,1,2.25,14.0,0.0,0.0,15.8,green,credit card,Stuyvesant Heights,Crown Heights North,Brooklyn,Brooklyn,3,3,2019,16,3,3,2019,16,BrooklynBrooklyn
5789,1,0.77,6.0,0.0,0.0,6.8,green,cash,Morningside Heights,Manhattan Valley,Manhattan,Manhattan,3,3,2019,13,3,3,2019,14,ManhattanManhattan
5790,1,2.7,11.0,0.0,0.0,12.3,green,cash,Bushwick North,Ocean Hill,Brooklyn,Brooklyn,3,3,2019,3,3,3,2019,3,BrooklynBrooklyn
5791,1,1.42,7.5,0.0,0.0,8.8,green,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan,3,3,2019,22,3,3,2019,22,ManhattanManhattan
5792,1,0.93,7.0,1.76,0.0,10.56,green,credit card,Forest Hills,Forest Hills,Queens,Queens,3,3,2019,18,3,3,2019,18,QueensQueens
5793,1,1.46,7.0,1.56,0.0,9.36,green,credit card,East Harlem North,East Harlem South,Manhattan,Manhattan,2,3,2019,10,2,3,2019,11,ManhattanManhattan
5794,1,3.3,16.5,4.01,0.0,24.06,green,credit card,East Harlem South,Lincoln Square West,Manhattan,Manhattan,2,3,2019,7,2,3,2019,8,ManhattanManhattan
5795,1,4.77,16.0,0.0,5.76,23.06,green,cash,Jackson Heights,Long Island City/Hunters Point,Queens,Queens,3,3,2019,21,3,3,2019,21,QueensQueens
5797,2,0.79,5.5,2.04,0.0,8.84,green,credit card,Woodside,Woodside,Queens,Queens,4,3,2019,20,4,3,2019,21,QueensQueens
5798,1,0.48,4.0,0.0,0.0,5.8,green,cash,Central Harlem,Central Harlem North,Manhattan,Manhattan,2,3,2019,18,2,3,2019,19,ManhattanManhattan
5799,1,4.6,22.5,0.0,0.0,24.3,green,credit card,Bushwick North,Crown Heights South,Brooklyn,Brooklyn,0,3,2019,18,0,3,2019,19,BrooklynBrooklyn
5800,1,13.8,41.85,0.0,5.76,48.11,green,credit card,East Harlem South,South Jamaica,Manhattan,Queens,0,3,2019,16,0,3,2019,17,ManhattanQueens
5801,1,1.3,10.0,0.0,0.0,11.3,green,cash,East Harlem South,Upper West Side North,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
5802,1,3.0,16.0,0.0,0.0,16.8,green,credit card,Jackson Heights,Queensbridge/Ravenswood,Queens,Queens,3,3,2019,13,3,3,2019,14,QueensQueens
5803,1,4.3,15.0,3.8,0.0,22.85,green,credit card,Brooklyn Heights,Kips Bay,Brooklyn,Manhattan,6,3,2019,21,6,3,2019,21,BrooklynManhattan
5804,1,1.04,6.0,0.0,0.0,7.8,green,cash,Astoria,Astoria,Queens,Queens,4,3,2019,17,4,3,2019,18,QueensQueens
5805,1,1.71,8.0,0.0,0.0,9.3,green,cash,Brooklyn Heights,Red Hook,Brooklyn,Brooklyn,2,3,2019,20,2,3,2019,20,BrooklynBrooklyn
